TEAM,OFF,DEF,NET,PACE,AST,TO,EFG%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,HHI
DLSU,74.2939179042015,62.319486430230214,11.974431473971293,78.0071196801,18.527204502814257,16.416510318949342,47.60601915184679,37.44493392070485,75.15274949083503,0.3146374829001368,35.35508426811907,10.121944336947681,0.8780556630523186,0.1172235294117647
UP,74.16740118193862,63.61914856939623,10.548252612542385,75.8419455227,17.332281634008634,14.8414148123547,48.69109947643979,31.437125748502993,70.10050251256281,0.3193717277486911,34.26479455959556,8.04742284301033,0.9525771569896708,0.09510233196159124
UE,68.10266369923222,67.52355941607549,0.5791042831567381,71.9501959812,14.489729679603096,14.83748319191357,44.35946462715105,24.571428571428573,67.31301939058172,0.37667304015296366,32.01753796541898,4.766959347612097,4.233040652387903,0.125
League,68.03676354092667,68.03676354092667,0.0,74.236742362,15.315558295445792,14.31619403560145,42.50874465604353,29.68703427719821,70.31296572280179,0.3083948698017878,31.145876273784236,5.0,5.0,0.01027230691094699
UST,71.06646986338069,72.59574832879521,-1.5292784654145208,75.7933192224,16.383599245153544,13.381369016984046,45.08867667121419,27.114967462039047,71.2984054669704,0.2660300136425648,30.794256619777972,4.69147744052558,6.30852255947442,0.12692837686268227
FEU,62.57745656836298,66.96885702930074,-4.391400460937753,75.1468701011,11.649948661243188,14.315614880341206,37.648809523809526,29.662921348314608,71.0239651416122,0.26339285714285715,28.521904656414893,2.802115864479485,7.197884135520515,0.15321433931355866
NU,65.62269542618658,71.2120101785747,-5.58931475238812,72.4596874468,13.282172373081464,13.38055883510429,38.62951807228915,31.20728929384966,66.26506024096386,0.2786144578313253,29.21762166393155,2.4287126310503258,7.571287368949674,0.10078715083242942
ADMU,66.59957850561561,72.60700549368048,-6.007426988064864,72.4103681766,15.786565632646617,9.866603520404137,39.247311827956985,25.70806100217865,68.14404432132964,0.3579109062980031,28.675851406189608,2.3124197331067604,7.68758026689324,0.1110390882551415
AdU,60.80147317856671,67.54566388949988,-6.744190710933168,72.2844327652,14.02227423129691,17.250423694617062,38.898163606010016,29.782082324455207,71.46171693735499,0.3121869782971619,30.511092505406744,1.8797977807216304,8.120202219278369,0.11152721639157125
